#####################################################################
# Alchemist log file - simulation started at: 2026-06-18T09:19+0000 #
#####################################################################
#
# update-frequency = 0.1, 5g-probability = 0, payload-size = 3, seed = 1.0
#
# The columns have the following meaning: 
# time B1_DR[mean] DIST_MR[mean] DR_MR[mean] CSC[mean] reduction-factor[mean] reduction-factor[median] reduction-factor[StandardDeviation] export-intra-cluster-relay-data-rate-not-leader[mean] export-intra-cluster-relay-data-rate-not-leader[variance] export-intra-cluster-relay-data-rate-not-leader[median] leader-to-relay-data-rate[mean] leader-to-relay-data-rate[variance] leader-to-relay-data-rate[median] n_clusters cluster-size[mean] cluster-size[median] cluster-size[StandardDeviation] clustersComposedOfOneElement export-intra-cluster-relay-data-rate[mean] export-intra-cluster-relay-data-rate[variance] export-intra-cluster-relay-data-rate[median] export-baseline1-data-rate[mean] export-baseline1-data-rate[variance] export-baseline1-data-rate[median] export-baseline2-data-rate[mean] export-baseline2-data-rate[variance] export-baseline2-data-rate[median] export-baseline3-data-rate[mean] export-baseline3-data-rate[variance] export-baseline3-data-rate[median] distanceToLeader[mean] distanceToLeader[variance] distanceToLeader[median] 
0.0 NaN 0.00 0.00 0.00 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.0 NaN NaN NaN 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN 0.00 0.00 0.00 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.0 NaN NaN NaN 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
60.01843155681864 1.39e+03 1.39e+03 1.30e+03 1.44e+03 0.800 1.00 0.400 388281.180184494 7.287615345134126E10 363829.1635881881 15.561931351117225 229.29883245503999 8.793862131981562 206.0 2.2536585365853683 1.0 15.07803391187115 192.0 388281.180184494 7.287615345134126E10 363829.1635881881 1402.597402597405 2245372.8484097314 0.0 176419.4113079708 6.91109511994156E10 9603.143017405244 173280.72782780047 7.038622915718646E10 8.986110849838116 0.010465282310227822 6.775557543007898E-4 0.0013373256954955183
120.01843155681864 1.39e+03 1.39e+03 1.30e+03 1.44e+03 0.794 1.00 0.404 385729.6469728916 7.241502617937874E10 350644.18920521485 15.904761748821825 239.03704860007812 8.806765576503803 205.0 2.264705882352947 1.0 15.114620508469187 190.0 385729.6469728916 7.241502617937874E10 350644.18920521485 1402.597402597405 2245372.8484097314 0.0 176218.60387940484 6.920290375582664E10 9603.143017405244 173194.91399599987 7.046036489907173E10 8.984916849216427 0.010425223891487976 6.704775584551214E-4 0.0013464794592250575
180.01843155681865 1.39e+03 1.39e+03 1.30e+03 1.44e+03 0.803 1.00 0.398 387820.3396775238 7.251602179983694E10 367331.8505073349 101.4221682687959 1401737.5143227675 8.805106521966435 207.0 2.242718446601942 1.0 15.035545538728272 193.0 387820.3396775238 7.251602179983694E10 367331.8505073349 1402.597402597405 2245372.8484097314 0.0 176314.5378841038 6.921018941369293E10 9812.150093139659 173049.47052613556 7.054077852054216E10 8.983978795165143 0.010262664610896241 6.628425956772747E-4 0.0013248212463713395
240.01843155681865 1.39e+03 1.38e+03 1.32e+03 1.44e+03 0.800 1.00 0.400 385664.00910279783 7.247369257052574E10 362277.3923108593 15.997658491587543 235.41423124981273 8.787861814788437 206.0 2.2536585365853683 1.0 15.07803391187115 192.0 385664.00910279783 7.247369257052574E10 362277.3923108593 1402.597402597405 2245372.8484097314 0.0 174655.77563064557 6.90305075387146E10 9855.38764296745 173305.28422861814 7.070112431453706E10 9.174213609208408 0.010429400844528628 6.692673714810299E-4 0.0013362666519706693
300.01843155681865 1.39e+03 1.39e+03 1.30e+03 1.43e+03 0.800 1.00 0.400 383821.4663810219 7.25148097353071E10 362946.8517042621 27.19419902631633 23037.56298901359 8.79893060288894 206.0 2.2536585365853683 1.0 15.07803391187115 192.0 383821.4663810219 7.25148097353071E10 362946.8517042621 1402.597402597405 2245372.8484097314 0.0 176260.01348549163 6.964819509666705E10 8741.655410812316 173464.69083348 7.079869662121367E10 8.983968481213864 0.01051964805145052 6.736098645570429E-4 0.001336248449506377
360.01843155681865 1.39e+03 1.39e+03 1.29e+03 1.42e+03 0.806 1.00 0.396 385713.16752530093 7.235856615134587E10 372293.12462064263 15.772009915190333 233.6993258885675 8.802241312093944 207.0 2.242718446601942 1.0 15.041708529978573 194.0 385713.16752530093 7.235856615134587E10 372293.12462064263 1402.597402597405 2245372.8484097314 0.0 176753.28194938626 6.969956612245596E10 9855.405588914977 174096.18522653045 7.084357930227188E10 9.900492779915112 0.01052782076257461 6.770035249636599E-4 0.0013263238026044765
420.01843155681865 1.39e+03 1.39e+03 1.29e+03 1.42e+03 0.809 1.00 0.393 387765.82982512494 7.196672750315805E10 368148.4860656543 234.36461665945367 9178951.031619068 8.807676063824022 208.0 2.23188405797102 1.0 15.004023661829752 195.0 387765.82982512494 7.196672750315805E10 368148.4860656543 1402.597402597405 2245372.8484097314 0.0 176541.46167224602 7.005208090875452E10 9338.127967143291 174546.20065076338 7.102494413406413E10 1708.1619627804337 0.010334259332313932 6.584477952385872E-4 0.0013151855242099593
480.01843155681865 1.39e+03 1.39e+03 1.29e+03 1.42e+03 0.806 1.00 0.396 386818.1145542646 7.229347761787909E10 367331.8505073349 14.873253699524735 226.38402170285232 8.796923944405338 207.0 2.242718446601942 1.0 15.041708529978573 194.0 386818.1145542646 7.229347761787909E10 367331.8505073349 1402.597402597405 2245372.8484097314 0.0 177802.05447689487 6.99867050456368E10 9809.671620085908 174773.9932066591 7.120259020105605E10 1708.1619627804337 0.01040965035284189 6.608592050368711E-4 0.0013262228799375102
