#####################################################################
# Alchemist log file - simulation started at: 2025-07-01T10:52+0000 #
#####################################################################
#
# update-frequency = 0.0166666667, 5g-probability = 1, payload-size = 3, seed = 39.0
#
# The columns have the following meaning: 
# time b1dr[mean] b2dr[mean] b3dr[mean] bcdr[mean] reduction-factor[mean] reduction-factor[median] reduction-factor[StandardDeviation] export-intra-cluster-relay-data-rate-not-leader[mean] export-intra-cluster-relay-data-rate-not-leader[variance] export-intra-cluster-relay-data-rate-not-leader[median] leader-to-relay-data-rate[mean] leader-to-relay-data-rate[variance] leader-to-relay-data-rate[median] n_clusters cluster-size[mean] cluster-size[median] cluster-size[StandardDeviation] clustersComposedOfOneElement export-intra-cluster-relay-data-rate[mean] export-intra-cluster-relay-data-rate[variance] export-intra-cluster-relay-data-rate[median] export-baseline1-data-rate[mean] export-baseline1-data-rate[variance] export-baseline1-data-rate[median] export-baseline2-data-rate[mean] export-baseline2-data-rate[variance] export-baseline2-data-rate[median] export-baseline3-data-rate[mean] export-baseline3-data-rate[variance] export-baseline3-data-rate[median] distanceToLeader[mean] distanceToLeader[variance] distanceToLeader[median] 
0.0 NaN 0.00 0.00 0.00 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.0 NaN NaN NaN 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN 0.00 0.00 0.00 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.0 NaN NaN NaN 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
60.0010811660007 674 689 785 791 0.829 1.00 0.378 405115.9236591035 8.241146787369896E10 353320.19295631413 8.7808716257666 0.026602618680586967 8.829558669573242 93.0 4.4673913043478315 1.0 11.717790632015383 55.0 352968.96835414704 9.067247787751349E10 274978.92013929086 686.1313868613136 1591490.1192807462 0.0 86463.03474632346 4.1421934026769775E10 0.0 121208.44491422428 4.927653543356474E10 0.0 0.018387308605167938 0.001939345114212995 0.003530335243636514
120.0010811660007 1.55e+03 1.55e+03 867 2.22e+03 0.880 1.00 0.305 442903.0299138929 6.6873693998979034E10 475402.4700692342 2180.7255603620106 2.8506987225087404E7 8.79596819903951 58.0 7.210526315789469 1.0 34.573801416114264 35.0 408042.8872331585 7.643327467050284E10 414184.86760375754 1554.7445255474454 2252483.532134576 3000.0 199951.5789738157 7.787853673951776E10 8915.56826271197 174736.3772465871 8.361769751942934E10 0.0 0.029604350578522398 0.0031011971266933533 0.0046269138421791405
180.0010811660007 1.55e+03 1.61e+03 1.16e+03 2.41e+03 0.917 1.00 0.266 479884.644961227 5.291527845636594E10 524762.0451257796 11615.307219839691 8.361391196686301E8 8.871523132312022 43.0 9.78571428571429 1.0 43.4126741717859 27.0 453732.0130726134 6.1699344013186615E10 508282.83550589293 1554.7445255474454 2252483.532134576 3000.0 203994.29899720842 7.930583275229698E10 9842.471290202242 179772.0783016553 8.498878865865547E10 0.0 0.02578496371349291 0.002154846730996977 0.004714690994697241
240.0010811660007 1.55e+03 1.69e+03 1.39e+03 2.55e+03 0.922 1.00 0.268 497548.76577201975 4.855576741637626E10 536535.7855534313 23602.070931339098 5.785222857654204E9 8.878441071323063 37.0 11.416666666666666 1.0 47.993675178536314 22.0 470972.8152114995 5.909157281932326E10 521747.86317452765 1554.7445255474454 2252483.532134576 3000.0 208456.93857076275 8.087789037209254E10 10145.442255304359 185870.28327613111 8.524620797668379E10 517.7457616830709 0.021996483925303702 0.0014127127136506171 0.00450927412507799
300.0010811660007 1.55e+03 1.69e+03 1.39e+03 2.52e+03 0.908 1.00 0.289 497152.88532468065 4.960717466821421E10 537482.3144533302 49608.82334191398 1.9222379901112083E10 8.873756503547899 31.0 13.700000000000006 1.0 54.466788362108844 16.0 480776.94260611973 5.710438204319368E10 526141.9077208771 1554.7445255474454 2252483.532134576 3000.0 208732.4250192407 8.124736012402844E10 10145.442255304359 184629.37644852747 8.544014148985487E10 1297.4561779303208 0.02330862290536545 0.001283449086226698 0.005258120493631915
360.0010811660007 1.55e+03 1.69e+03 1.36e+03 2.48e+03 0.911 1.00 0.285 501126.47563608317 4.546247677633341E10 537482.3144533302 10492.820609880988 7.334547505366578E8 8.892492572987157 31.0 13.700000000000006 1.0 53.92277364195369 18.0 481857.8078277245 5.315604184455258E10 525698.800649741 1554.7445255474454 2252483.532134576 3000.0 208707.39047317277 8.137807524272089E10 10145.442255304359 182139.17815857395 8.520327793481187E10 471.9937944350218 0.022119916833052162 0.001243750118486584 0.004841004645436454
420.0010811660007 1.55e+03 1.65e+03 1.39e+03 2.47e+03 0.911 1.00 0.285 509731.0039658074 4.576926713449906E10 551615.529521151 5827.045825241732 3.5116088800579077E8 8.88489237094876 29.0 14.67857142857143 1.0 55.60845497359427 17.0 492232.04439642915 5.392112120832742E10 537162.3518330292 1554.7445255474454 2252483.532134576 3000.0 208003.25244738747 8.087534033505264E10 9916.900086088286 184915.52349162847 8.5672120659128E10 1297.4561779303208 0.8238945418728635 88.06326698004726 0.004841004645436454
480.0010811660007 1.55e+03 1.61e+03 1.38e+03 2.47e+03 0.908 1.00 0.281 507599.59215910325 4.612798555861759E10 542621.3164055271 12445.995987527469 1.6656408855523856E9 8.860241810309759 31.0 13.700000000000006 1.0 53.59500105355938 19.0 488987.6655118111 5.500860523783787E10 526141.9077208771 1554.7445255474454 2252483.532134576 3000.0 205432.4989649111 7.934137358726472E10 10145.442255304359 183415.802266185 8.543460350569948E10 483.2293775708662 0.8336878582826472 90.18434661723967 0.005003045233215836
