#####################################################################
# Alchemist log file - simulation started at: 2025-07-01T05:27+0000 #
#####################################################################
#
# update-frequency = 0.0166666667, 5g-probability = 0.01, payload-size = 3, seed = 56.0
#
# The columns have the following meaning: 
# time b1dr[mean] b2dr[mean] b3dr[mean] bcdr[mean] reduction-factor[mean] reduction-factor[median] reduction-factor[StandardDeviation] export-intra-cluster-relay-data-rate-not-leader[mean] export-intra-cluster-relay-data-rate-not-leader[variance] export-intra-cluster-relay-data-rate-not-leader[median] leader-to-relay-data-rate[mean] leader-to-relay-data-rate[variance] leader-to-relay-data-rate[median] n_clusters cluster-size[mean] cluster-size[median] cluster-size[StandardDeviation] clustersComposedOfOneElement export-intra-cluster-relay-data-rate[mean] export-intra-cluster-relay-data-rate[variance] export-intra-cluster-relay-data-rate[median] export-baseline1-data-rate[mean] export-baseline1-data-rate[variance] export-baseline1-data-rate[median] export-baseline2-data-rate[mean] export-baseline2-data-rate[variance] export-baseline2-data-rate[median] export-baseline3-data-rate[mean] export-baseline3-data-rate[variance] export-baseline3-data-rate[median] distanceToLeader[mean] distanceToLeader[variance] distanceToLeader[median] 
0.0 NaN 0.00 0.00 0.00 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.0 NaN NaN NaN 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN 0.00 0.00 0.00 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.0 NaN NaN NaN 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
60.0468728885536 733 993 993 1.02e+03 0.874 1.00 0.333 402430.158927955 6.127420311251301E10 375914.86956314713 12.01466025743872 52.2884183009958 8.866768547975951 207.0 1.9951456310679598 1.0 7.783972008081108 181.0 217237.23873837374 7.332825313141026E10 97565.11420570822 744.5255474452543 1683354.1036140323 0.0 194039.83293756426 5.696966112021385E10 8.990262464199965 216322.14149999805 7.347085774529893E10 60081.65751446092 0.0054452533454371725 4.0123479820243594E-4 0.0
120.0468728885536 1.51e+03 1.51e+03 889 1.55e+03 0.738 1.00 0.440 501206.880736394 4.911264247571712E10 554489.3378003446 12.695209996628593 52.60474253821176 8.802830777687781 147.0 2.815068493150688 1.0 17.28423775648968 129.0 336800.7979652576 8.808784716607669E10 357227.1483913347 1518.2481751824816 2255153.9967954303 3000.0 199157.77717913306 7.787026640568085E10 16.06288529728914 174800.8975002907 8.399554260886728E10 0.0 0.017226328644380864 0.0024995440835514785 0.0017335171407261618
180.0468728885536 1.51e+03 1.50e+03 1.36e+03 1.55e+03 0.730 1.00 0.444 514479.73226497555 4.454052275364507E10 558097.2923936332 13.164168112316762 59.05719505148647 8.79375572976684 140.0 2.9568345323740988 1.0 17.798335088883668 123.0 358060.8822295018 8.65923374681549E10 426634.45992809406 1518.2481751824816 2255153.9967954303 3000.0 203005.71409069325 7.938676144817473E10 8845.806604197365 183560.19591047883 8.407829039266443E10 10.43659365293365 0.011574184488538728 0.0010223669938151407 0.0017962363049926586
240.0468728885536 1.51e+03 1.51e+03 1.32e+03 1.55e+03 0.715 1.00 0.452 514812.50449035614 4.703039119879618E10 560291.6013590354 13.077221602290576 60.81370803863648 8.795750669074089 137.0 3.022058823529409 1.0 18.064274918258928 120.0 359748.10845914105 8.842254762249963E10 415947.7364562425 1518.2481751824816 2255153.9967954303 3000.0 206579.40112508403 8.132382729314435E10 9379.906293093049 187759.06186430503 8.49373192601536E10 333.07061815535394 0.008261288084235397 3.031730283568E-4 0.0017963105174447136
300.0468728885536 1.51e+03 1.51e+03 1.33e+03 1.55e+03 0.713 1.00 0.453 482734.55800320685 5.5318175751852455E10 527700.7797504703 13.07259418597875 60.37748964240783 8.819359933760643 136.0 3.0444444444444394 1.0 18.134187498173343 119.0 342530.2322448812 8.762485378181642E10 346676.6971145757 1518.2481751824816 2255153.9967954303 3000.0 205369.1995264179 8.178185391866968E10 9379.906293093049 192887.94912225282 8.371414979078384E10 8.977691914135457 0.008015900129506337 2.4105500057424736E-4 0.0018086911129249915
360.0468728885536 1.51e+03 1.50e+03 1.29e+03 1.55e+03 0.713 1.00 0.453 451370.40424939885 6.316649237094183E10 513956.04719496553 12.859361009363528 57.63948827767444 8.798373370567706 136.0 3.0444444444444394 1.0 18.134187498173343 119.0 321173.24658709613 8.714269689809348E10 241534.85993379075 1518.2481751824816 2255153.9967954303 3000.0 203389.5167515016 8.201330722434125E10 9331.409920023909 194261.0889507005 8.223532054918748E10 0.0 0.008600062491008881 2.527536111354759E-4 0.0017963105174447136
420.0468728885536 1.51e+03 1.51e+03 1.33e+03 1.55e+03 0.713 1.00 0.453 440276.7146175728 6.419349441004872E10 489064.3288649145 12.808982407588752 60.90463457156506 8.795427230349617 136.0 3.0444444444444394 1.0 18.134187498173343 119.0 313459.8764407677 8.57030529319639E10 203691.0165653099 1518.2481751824816 2255153.9967954303 3000.0 203530.52193539747 8.141538785631218E10 9379.906293093049 202482.4790396323 8.167304635284584E10 8.8046869150669 0.00871750291000997 2.463438336083077E-4 0.0017962363049926586
480.0468728885536 1.51e+03 1.51e+03 1.31e+03 1.55e+03 0.708 1.00 0.455 438508.7536221091 6.430767373708803E10 489064.3288649145 12.701562163255407 56.786253779103404 8.842717446512722 134.0 3.0902255639097786 1.0 18.269638104349195 117.0 314286.9925024659 8.5255332294428E10 207113.6577523377 1518.2481751824816 2255153.9967954303 3000.0 202589.45076739858 8.03102732966381E10 9379.906293093049 199205.02214691133 8.057309432476775E10 8.990254790685302 0.008976863658569496 2.510190119749122E-4 0.0018086911129249915
