#####################################################################
# Alchemist log file - simulation started at: 2025-07-02T06:13+0000 #
#####################################################################
#
# update-frequency = 0.2, 5g-probability = 0, payload-size = 3, seed = 48.0
#
# The columns have the following meaning: 
# time b1dr[mean] b2dr[mean] b3dr[mean] bcdr[mean] reduction-factor[mean] reduction-factor[median] reduction-factor[StandardDeviation] export-intra-cluster-relay-data-rate-not-leader[mean] export-intra-cluster-relay-data-rate-not-leader[variance] export-intra-cluster-relay-data-rate-not-leader[median] leader-to-relay-data-rate[mean] leader-to-relay-data-rate[variance] leader-to-relay-data-rate[median] n_clusters cluster-size[mean] cluster-size[median] cluster-size[StandardDeviation] clustersComposedOfOneElement export-intra-cluster-relay-data-rate[mean] export-intra-cluster-relay-data-rate[variance] export-intra-cluster-relay-data-rate[median] export-baseline1-data-rate[mean] export-baseline1-data-rate[variance] export-baseline1-data-rate[median] export-baseline2-data-rate[mean] export-baseline2-data-rate[variance] export-baseline2-data-rate[median] export-baseline3-data-rate[mean] export-baseline3-data-rate[variance] export-baseline3-data-rate[median] distanceToLeader[mean] distanceToLeader[variance] distanceToLeader[median] 
0.0 NaN 0.00 0.00 0.00 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.0 NaN NaN NaN 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN 0.00 0.00 0.00 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.0 NaN NaN NaN 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
60.00550673495377 1.51e+03 1.51e+03 1.41e+03 1.57e+03 0.819 1.00 0.385 387400.6609756336 6.828776589841939E10 350138.71531375626 13.05281480061963 61.67698066948593 8.77671315154035 173.0 2.3895348837209327 1.0 15.794162287234574 157.0 237916.53830938094 7.648166975420819E10 144131.35276572368 1518.2481751824816 2255153.9967954303 3000.0 191966.65690319266 7.233827731978262E10 9842.471290202242 189326.28348797548 7.266272576474217E10 409.93306849889717 0.009421982417199003 5.858620831092529E-4 0.0014331955548701819
120.00550673495377 1.51e+03 1.51e+03 1.41e+03 1.57e+03 0.819 1.00 0.385 387314.6501616999 6.851926120013093E10 345952.9588614383 12.858661822674225 57.9444047200628 8.761599491313175 173.0 2.3895348837209327 1.0 15.794162287234574 157.0 237860.94686334848 7.66005899048982E10 144059.7347999799 1518.2481751824816 2255153.9967954303 3000.0 190990.90661726266 7.243104514483435E10 9379.906293093049 189281.1389275761 7.277965576016824E10 409.93306849889717 0.00942706329013132 5.858332512552269E-4 0.0014331955548701819
180.00550673495377 1.51e+03 1.51e+03 1.41e+03 1.57e+03 0.819 1.00 0.385 387103.09760725393 6.877255675917848E10 345952.9588614383 12.539003943852125 54.98182520991827 8.751778385371708 173.0 2.3895348837209327 1.0 15.794162287234574 157.0 237729.09941093813 7.670929231392717E10 144054.9969680662 1518.2481751824816 2255153.9967954303 3000.0 191198.7501222374 7.259492038846127E10 9755.57365118288 189162.83511625917 7.288184541955363E10 409.93306849889717 0.009438260010411764 5.857780664450725E-4 0.0014331955548701819
240.00550673495377 1.51e+03 1.51e+03 1.41e+03 1.57e+03 0.819 1.00 0.385 387154.8624931382 6.900946468099368E10 347288.6935764074 12.397708533383499 52.8995855571794 8.751778385371708 173.0 2.3895348837209327 1.0 15.794162287234574 157.0 237750.00102165318 7.685399177311162E10 144047.97444884933 1518.2481751824816 2255153.9967954303 3000.0 191178.55646895894 7.293107930666069E10 9379.906293093049 189295.65468114978 7.300393956801067E10 409.93306849889717 0.009477784589199418 5.866479284101123E-4 0.0014218649524815386
300.00550673495377 1.51e+03 1.51e+03 1.41e+03 1.57e+03 0.819 1.00 0.385 387241.60310335265 6.909134439582463E10 347288.6935764074 12.316114945923275 52.30824399340173 8.767073813065767 173.0 2.3895348837209327 1.0 15.794162287234574 157.0 237789.4033468886 7.69130423186899E10 144042.0226641898 1518.2481751824816 2255153.9967954303 3000.0 191232.04676133994 7.298035133228795E10 9379.906293093049 189297.09266853106 7.309646446495094E10 409.93306849889717 0.009560428955486264 5.927088698474432E-4 0.0014219100193442237
360.00550673495377 1.51e+03 1.51e+03 1.41e+03 1.55e+03 0.831 1.00 0.375 390102.4515817954 6.813753669249359E10 356208.0538123078 176.95217180292042 4369619.600137757 8.778511016667938 174.0 2.3757225433526057 1.0 15.74369161864641 157.0 238564.59285620123 7.674102483508336E10 144131.35276572368 1518.2481751824816 2255153.9967954303 3000.0 191039.98251800454 7.276527644613487E10 9379.906293093049 190033.63917552875 7.274458757512238E10 2129.3034789410685 0.009284727785920622 5.629245282970536E-4 0.0014219283179637348
420.00550673495377 1.51e+03 1.51e+03 1.40e+03 1.55e+03 0.842 1.00 0.365 384903.688652178 6.815443539282803E10 345952.9588614383 12.172583577496434 51.50216803295166 8.772461732515303 173.0 2.3895348837209327 1.0 15.792310876605079 157.0 238021.7738066563 7.619434619804338E10 144601.25211341816 1518.2481751824816 2255153.9967954303 3000.0 189474.69789435453 7.231197553646844E10 9331.409920023909 190057.8448318791 7.27695579716696E10 2909.9954781159736 0.00860276997576962 5.048050971443367E-4 0.0014153767245227127
480.00550673495377 1.51e+03 1.51e+03 1.40e+03 1.55e+03 0.846 1.00 0.361 383846.123234971 6.819416755061788E10 341987.6078476837 12.690490290947542 57.346436748584 8.79708320055551 173.0 2.3895348837209327 1.0 15.791940568432567 156.0 238335.6916916986 7.609337075360194E10 144601.25211341816 1518.2481751824816 2255153.9967954303 3000.0 191387.7194277034 7.287181252043875E10 9916.900086088286 189695.7133110502 7.295029612786937E10 1774.1614873673943 0.008599767523219668 5.049715333641253E-4 0.0014186104076668077
