#####################################################################
# Alchemist log file - simulation started at: 2025-06-30T22:07+0000 #
#####################################################################
#
# update-frequency = 0.2, 5g-probability = 0.05, payload-size = 3, seed = 65.0
#
# The columns have the following meaning: 
# time b1dr[mean] b2dr[mean] b3dr[mean] bcdr[mean] reduction-factor[mean] reduction-factor[median] reduction-factor[StandardDeviation] export-intra-cluster-relay-data-rate-not-leader[mean] export-intra-cluster-relay-data-rate-not-leader[variance] export-intra-cluster-relay-data-rate-not-leader[median] leader-to-relay-data-rate[mean] leader-to-relay-data-rate[variance] leader-to-relay-data-rate[median] n_clusters cluster-size[mean] cluster-size[median] cluster-size[StandardDeviation] clustersComposedOfOneElement export-intra-cluster-relay-data-rate[mean] export-intra-cluster-relay-data-rate[variance] export-intra-cluster-relay-data-rate[median] export-baseline1-data-rate[mean] export-baseline1-data-rate[variance] export-baseline1-data-rate[median] export-baseline2-data-rate[mean] export-baseline2-data-rate[variance] export-baseline2-data-rate[median] export-baseline3-data-rate[mean] export-baseline3-data-rate[variance] export-baseline3-data-rate[median] distanceToLeader[mean] distanceToLeader[variance] distanceToLeader[median] 
0.0 NaN 0.00 0.00 0.00 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.0 NaN NaN NaN 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN 0.00 0.00 0.00 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.0 NaN NaN NaN 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
60.00342484687968 1.54e+03 1.61e+03 1.38e+03 2.47e+03 0.897 1.00 0.305 499738.01871704694 4.5445613266649765E10 536842.389212728 7306.642425038249 1.4448005801141887E9 8.893827703668181 41.0 10.275000000000002 1.0 49.33557903759067 34.0 459760.8551992956 6.034435004574192E10 518816.63531429437 1547.4452554744548 2253231.262239645 3000.0 207466.0641976644 7.966263732226396E10 9916.900086088286 185347.78000230552 8.477636226202165E10 517.7457616830709 0.024271972422421306 0.001328870082439728 0.005339193954154053
120.00342484687968 1.54e+03 1.59e+03 1.37e+03 2.45e+03 0.898 1.00 0.303 511896.0311440192 4.544303897865437E10 552265.2734015927 10155.647761373915 2.5314255959689846E9 10.293523329425826 45.0 9.340909090909097 1.0 46.14181536021022 36.0 467778.0519599323 6.2067343309056305E10 524762.0451257796 1547.4452554744548 2253231.262239645 3000.0 207235.2848166981 8.013574220000778E10 9853.191921756594 184508.23409010368 8.424742847540399E10 517.7457616830709 0.025046647206763053 0.0016363900736215355 0.005301410876378162
180.00342484687968 1.54e+03 1.62e+03 1.38e+03 2.44e+03 0.892 1.00 0.310 521612.83299430774 4.633454300466597E10 552910.9830477386 28959.194155536978 1.4548936350514025E10 8.945355247180048 46.0 9.13333333333334 1.0 43.08743752797651 36.0 477085.6705261926 6.3866452922453064E10 528412.7177612414 1547.4452554744548 2253231.262239645 3000.0 208375.05107644116 8.075743657517047E10 9876.334984509473 186741.2392173622 8.54004441731664E10 517.7457616830709 0.023468790523153135 0.0013171266691709327 0.005301410876378162
240.00342484687968 1.54e+03 1.59e+03 1.39e+03 2.27e+03 0.898 1.00 0.304 525676.7569822681 4.886335038418771E10 556708.1237083352 21269.288649747123 4.177761527302927E9 8.933155024076779 48.0 8.744680851063826 1.0 41.434321042126555 36.0 481132.1715429425 6.63152182152625E10 535705.3830073052 1547.4452554744548 2253231.262239645 3000.0 208100.56016075253 8.139203091006319E10 9853.191921756594 185442.2925928968 8.524739132253976E10 1153.2943803825074 0.30232001047650064 31.210470149421056 0.004800282304626794
300.0034248468797 1.54e+03 1.58e+03 1.38e+03 2.45e+03 0.896 1.00 0.306 521067.030255919 4.330719068045646E10 552326.4583832934 6838.003968175292 1.1510874006802723E9 8.903626329172456 47.0 8.934782608695656 1.0 44.24798911886061 36.0 476064.6328929537 6.136195955516914E10 528513.5038063192 1547.4452554744548 2253231.262239645 3000.0 208261.90522539386 8.172776944450677E10 9853.191921756594 184337.5898157203 8.580473547835626E10 471.9937944350218 0.021268372787116827 0.0010355474924672056 0.004771133442525379
360.0034248468797 1.54e+03 1.59e+03 1.37e+03 2.21e+03 0.894 1.00 0.302 516756.60488399456 4.50680867093719E10 555984.4048460529 38290.37619210832 2.2586778074562096E10 8.90307301682249 48.0 8.744680851063826 1.0 40.05185122199682 36.0 473136.630866108 6.238819349357163E10 530886.1831006238 1547.4452554744548 2253231.262239645 3000.0 207840.78723802042 8.133791942573094E10 9853.191921756594 186290.9341657467 8.611918394334837E10 483.2293775708662 0.01731637626271557 8.074063814585702E-4 0.00450328526648851
420.0034248468797 1.54e+03 1.59e+03 1.36e+03 2.44e+03 0.899 1.00 0.301 519394.71938809904 4.5059800454947075E10 552935.9631434234 38276.614119761514 1.8267505594366547E10 8.916402631827236 48.0 8.744680851063826 1.0 44.06589338958205 37.0 472032.7271194529 6.3140041718614426E10 525698.800649741 1547.4452554744548 2253231.262239645 3000.0 207246.1042569124 8.057081871945065E10 9853.191921756594 184642.81295367033 8.517858553432446E10 483.2293775708662 0.02081132784888584 0.0010043366782398007 0.004841004645436454
480.0034248468797 1.54e+03 1.64e+03 1.35e+03 2.48e+03 0.895 1.00 0.307 509656.8396915074 4.49725590604125E10 546237.8123003227 207.90174503379893 1303167.4284026467 8.855404286893702 44.0 9.558139534883729 1.0 44.0136896050164 35.0 467914.6797535239 6.085029592094077E10 525698.800649741 1547.4452554744548 2253231.262239645 3000.0 207715.24410324486 7.926081176687761E10 10938.798529556472 181986.1195516351 8.412374704822835E10 483.2293775708662 0.5699166282727383 61.66991131545004 0.005099047486469461
