#####################################################################
# Alchemist log file - simulation started at: 2026-06-18T19:25+0000 #
#####################################################################
#
# update-frequency = 0.1, 5g-probability = 0.01, payload-size = 3, seed = 5.0
#
# The columns have the following meaning: 
# time B1_DR[mean] DIST_MR[mean] DR_MR[mean] CSC[mean] reduction-factor[mean] reduction-factor[median] reduction-factor[StandardDeviation] export-intra-cluster-relay-data-rate-not-leader[mean] export-intra-cluster-relay-data-rate-not-leader[variance] export-intra-cluster-relay-data-rate-not-leader[median] leader-to-relay-data-rate[mean] leader-to-relay-data-rate[variance] leader-to-relay-data-rate[median] n_clusters cluster-size[mean] cluster-size[median] cluster-size[StandardDeviation] clustersComposedOfOneElement export-intra-cluster-relay-data-rate[mean] export-intra-cluster-relay-data-rate[variance] export-intra-cluster-relay-data-rate[median] export-baseline1-data-rate[mean] export-baseline1-data-rate[variance] export-baseline1-data-rate[median] export-baseline2-data-rate[mean] export-baseline2-data-rate[variance] export-baseline2-data-rate[median] export-baseline3-data-rate[mean] export-baseline3-data-rate[variance] export-baseline3-data-rate[median] distanceToLeader[mean] distanceToLeader[variance] distanceToLeader[median] 
0.0 NaN 0.00 0.00 0.00 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.0 NaN NaN NaN 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN 0.00 0.00 0.00 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.0 NaN NaN NaN 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
60.03136536790839 1.39e+03 1.57e+03 1.32e+03 2.05e+03 0.915 1.00 0.279 453940.768045326 5.9277838492051926E10 484937.7412621068 237.1669001880884 3400101.2219429426 8.890503861948172 142.0 3.2765957446808494 1.0 24.280534938499603 128.0 453940.768045326 5.9277838492051926E10 484937.7412621068 1402.597402597405 2245372.8484097314 0.0 180942.663857144 6.899072976080493E10 9603.143017405244 174676.04148984124 7.081953944768285E10 8.952609100902972 0.012211648505054485 6.749917970657909E-4 0.001989655391801324
120.03136536790839 1.39e+03 1.57e+03 1.33e+03 2.03e+03 0.913 1.00 0.281 473263.2784535038 5.5914950426373985E10 504904.83231021615 798.6209690186935 2.2991513727483515E7 8.8848493545582 143.0 3.253521126760558 1.0 25.421674066363643 129.0 473263.2784535038 5.5914950426373985E10 504904.83231021615 1402.597402597405 2245372.8484097314 0.0 180690.3925992036 6.910305703101997E10 9603.143017405244 173878.66495684333 7.10782107020056E10 292.47607216026086 0.01043270295935501 4.0884194781686927E-4 0.0019077496210879146
180.0313653679084 1.39e+03 1.52e+03 1.30e+03 1.84e+03 0.916 1.00 0.277 451390.1903745234 5.671920411931234E10 481286.29813934123 2072.7396894552057 2.731527396346966E8 8.855931448211262 142.0 3.276595744680849 1.0 23.050908374719203 126.0 451390.1903745234 5.671920411931234E10 481286.29813934123 1402.597402597405 2245372.8484097314 0.0 180823.5611049711 6.908782045519934E10 9812.150093139659 173089.13555447094 7.131050425744652E10 8.847805191957303 0.010304138672388241 5.483382434353788E-4 0.0019344628453808101
240.0313653679084 1.39e+03 1.53e+03 1.30e+03 2.00e+03 0.907 1.00 0.290 468569.90347139654 5.611686531796268E10 499802.433227978 1612.0747484407807 1.8119001846082276E8 8.830397623735001 143.0 3.253521126760558 1.0 22.141209170731837 127.0 468569.90347139654 5.611686531796268E10 499802.433227978 1402.597402597405 2245372.8484097314 0.0 179079.55731748865 6.89507624143192E10 9855.38764296745 173385.71998684815 7.149090548270801E10 8.845769279615276 0.25587339104414686 27.642381560815103 0.001946621421468502
300.0313653679084 1.39e+03 1.46e+03 1.29e+03 1.81e+03 0.893 1.00 0.309 455287.43209793244 6.218369567588628E10 487608.3477143437 1071.575831926806 1.3463641531430382E8 8.836090411547914 139.0 3.3478260869565197 1.0 21.740222124286717 121.0 455287.43209793244 6.218369567588628E10 487608.3477143437 1402.597402597405 2245372.8484097314 0.0 180519.15253404024 6.958869782028326E10 8888.846307028149 174089.41573738068 7.147555764278949E10 8.893015778278116 0.012390295643704547 8.056349925062505E-4 0.002043546342550974
360.0313653679084 1.39e+03 1.55e+03 1.30e+03 2.00e+03 0.914 1.00 0.281 468779.68202080595 5.2427938361306465E10 497463.94970078464 2566.055040439644 2.483310234233934E8 8.890511751047073 147.0 3.1643835616438394 1.0 22.70835404450283 133.0 468779.68202080595 5.2427938361306465E10 497463.94970078464 1402.597402597405 2245372.8484097314 0.0 181323.7871865158 6.960177785829337E10 9855.405588914977 174387.3409285177 7.157620601104239E10 129.85228935699342 0.006852177201657502 1.6235921143062563E-4 0.001791205212287862
420.0313653679084 1.39e+03 1.48e+03 1.30e+03 2.01e+03 0.913 1.00 0.282 461308.05773998017 5.5929728605288704E10 490809.5447010743 5260.678320831306 7.962197534515268E8 8.86949211643283 146.0 3.1862068965517176 1.0 21.469612313070968 131.0 461308.05773998017 5.5929728605288704E10 490809.5447010743 1402.597402597405 2245372.8484097314 0.0 180971.44075724666 6.998438410123212E10 9338.127967143291 174874.9256866676 7.175819629269006E10 130.64621895628352 0.011662717540758535 8.910958769885889E-4 0.0018388787943997092
480.0313653679084 1.39e+03 1.42e+03 1.30e+03 2.04e+03 0.903 1.00 0.297 460361.4788508069 6.051692523683213E10 490809.5447010743 87.65797785263216 646498.8302611074 8.836506714575123 142.0 3.2765957446808494 1.0 20.488709916501588 128.0 460361.4788508069 6.051692523683213E10 490809.5447010743 1402.597402597405 2245372.8484097314 0.0 182268.90962052703 6.988401770683565E10 9810.932981081276 174994.45262119992 7.193158085564682E10 204.5080292929775 0.525271898882709 59.05556124319552 0.0019127739862488473
