#####################################################################
# Alchemist log file - simulation started at: 2025-07-01T03:22+0000 #
#####################################################################
#
# update-frequency = 0.0166666667, 5g-probability = 1, payload-size = 3, seed = 55.0
#
# The columns have the following meaning: 
# time b1dr[mean] b2dr[mean] b3dr[mean] bcdr[mean] reduction-factor[mean] reduction-factor[median] reduction-factor[StandardDeviation] export-intra-cluster-relay-data-rate-not-leader[mean] export-intra-cluster-relay-data-rate-not-leader[variance] export-intra-cluster-relay-data-rate-not-leader[median] leader-to-relay-data-rate[mean] leader-to-relay-data-rate[variance] leader-to-relay-data-rate[median] n_clusters cluster-size[mean] cluster-size[median] cluster-size[StandardDeviation] clustersComposedOfOneElement export-intra-cluster-relay-data-rate[mean] export-intra-cluster-relay-data-rate[variance] export-intra-cluster-relay-data-rate[median] export-baseline1-data-rate[mean] export-baseline1-data-rate[variance] export-baseline1-data-rate[median] export-baseline2-data-rate[mean] export-baseline2-data-rate[variance] export-baseline2-data-rate[median] export-baseline3-data-rate[mean] export-baseline3-data-rate[variance] export-baseline3-data-rate[median] distanceToLeader[mean] distanceToLeader[variance] distanceToLeader[median] 
0.0 NaN 0.00 0.00 0.00 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.0 NaN NaN NaN 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN 0.00 0.00 0.00 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.0 NaN NaN NaN 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
60.01720227148158 1.40e+03 1.49e+03 1.73e+03 1.74e+03 0.776 1.00 0.415 413183.2723358107 7.06539390734464E10 448875.9518193111 3358.097613043193 2.1837715164734304E8 8.763883955724012 88.0 4.7241379310344875 1.0 22.346473451121618 50.0 349219.6140740864 8.242657214209747E10 324446.4767344078 1401.4598540146003 2245753.961189246 0.0 169744.96675469566 6.601768277644828E10 9755.57365118288 238911.57658714682 5.584547934172098E10 155320.56883841506 0.02152774686118861 0.002064482178508671 0.004138042448002622
120.01720227148158 1.55e+03 1.56e+03 1.20e+03 2.24e+03 0.846 1.00 0.343 450563.9652927738 6.4812126975413895E10 511911.13648274215 2034.565802467951 2.128411739545456E7 8.850993849178586 56.0 7.472727272727276 1.0 33.06438978801624 29.0 419613.95581946627 7.292003161150623E10 465069.280644562 1554.7445255474454 2252483.532134576 3000.0 200164.2810742746 7.788879991844756E10 9379.906293093049 178851.71774916069 8.266972085196198E10 0.0 0.026228005132068972 0.00211593713127851 0.004310666905970258
180.01720227148158 1.55e+03 1.67e+03 1.30e+03 2.60e+03 0.937 1.00 0.244 480634.66971813765 5.702551431579795E10 535705.3830073052 1550.095070429496 1.6268707067952638E7 8.86100801362441 42.0 10.024390243902438 1.0 44.32746767235754 28.0 452715.3657908556 6.607646368975357E10 518793.5083364103 1554.7445255474454 2252483.532134576 3000.0 205802.49480784874 7.93225133378838E10 9876.334984509473 182889.650130625 8.425259698298436E10 8.927532975602414 0.031627466738990494 0.0028882040217987595 0.005339193954154053
240.01720227148158 1.55e+03 1.69e+03 1.41e+03 2.61e+03 0.923 1.00 0.267 488379.1527974467 5.0176693510001144E10 527616.3731856602 1524.3518106438041 1.6832591900065135E7 8.870787560042485 33.0 12.84375 1.0 53.157167680440345 23.0 462478.05950661533 5.942919447420354E10 517795.94380645617 1554.7445255474454 2252483.532134576 3000.0 208671.16287321004 8.10544432960755E10 10145.442255304359 187362.1244855494 8.550753131958058E10 1297.4561779303208 0.03140448051429804 0.0025710619664617005 0.006518706622780627
300.01720227148155 1.55e+03 1.69e+03 1.41e+03 2.61e+03 0.918 1.00 0.275 497982.42898351554 4.8001142050358315E10 537482.3144533302 3354.350145816539 5.0639171712831035E7 8.878441071323063 32.0 13.258064516129037 1.0 55.24850992979232 21.0 475009.4560168412 5.726983027410322E10 522114.1728211989 1554.7445255474454 2252483.532134576 3000.0 208923.86290400586 8.144754341532283E10 10145.442255304359 185268.69566573418 8.555000759606021E10 1297.4561779303208 0.027079299007735844 0.0015896869073002721 0.006518706622780627
360.01720227148155 1.55e+03 1.69e+03 1.41e+03 2.61e+03 0.911 1.00 0.285 492281.6713041667 4.720111143491589E10 532792.4914659908 1791.8042490823834 1.948202633116211E7 8.88489237094876 29.0 14.67857142857143 1.0 59.03172629183993 18.0 471955.57631636405 5.550879127296217E10 521240.3754596316 1554.7445255474454 2252483.532134576 3000.0 208817.69916315615 8.152318353883743E10 10145.442255304359 186529.8386804317 8.585221585044722E10 1297.4561779303208 0.026014742977438315 0.0014778856217062975 0.006527996989058683
420.01720227148155 1.55e+03 1.60e+03 1.38e+03 2.61e+03 0.913 1.00 0.282 499137.2778146176 4.5619861111697044E10 534817.4403393595 1986.3816288318626 1.901739744297963E7 8.89027999394188 30.0 14.172413793103448 1.0 58.030207014178195 19.0 477852.8717202363 5.4119874644098595E10 521240.3754596316 1554.7445255474454 2252483.532134576 3000.0 208018.38729365042 8.091391189404796E10 9916.900086088286 181978.21286567632 8.51438709659506E10 1130.498666569695 0.29534090414332903 30.148690477063216 0.006518706622780627
480.01720227148155 1.55e+03 1.61e+03 1.36e+03 2.61e+03 0.913 1.00 0.282 508932.164760021 4.665082679315783E10 539350.1917335658 1986.3841251489578 1.9017386988423612E7 8.876673728208768 30.0 14.172413793103448 1.0 58.030207014178195 19.0 486777.96203876723 5.5487728611699936E10 523346.1636897917 1554.7445255474454 2252483.532134576 3000.0 205240.09255206314 7.929162582781093E10 9916.900086088286 182223.03034996238 8.497367204987578E10 1130.498666569695 0.5663736912673086 60.292806354924096 0.006527996989058683
